abandon 放弃；放纵$0
revelry 狂欢$0
revenge 报复，报仇$0
revenue 总收入；国家的税收收入$0
reverberate 起回声，反响$0
revere 尊敬$0
reverie 幻想，梦幻曲$0
reverse 反面；相反；倒车；反转$0
revert 恢复，回复到；重新考虑$0
revile 辱骂，恶言相向$0
revise 改变，修正$0
revitalize 使重新充满活力$0
revive 使苏醒；再流行；使复活$0
revolt 叛乱，造反；反感$0
revue 时事讽刺剧$0
reward 酬报，奖赏；酬报，奖赏$0
rewarding 有益的，值得做的$0
rhetoric 修辞学，浮夸的言语$0
rhinestone 莱茵石$0
rhubarb 大黄；喧闹争吵$0
rhyme 押韵；押韵$0
rhythmic 有节奏的$0
rib 肋骨；伞骨$0
ribald 下流的；粗鄙的$0
rickety 不牢靠的，摇摇欲坠的$0
riddle 谜语$0
rider 骑手；附文，附件$0
rider 脊；隆起物$0
ridicule 奚落；嘲笑$0
rife 流行的，普遍的$0
rifle 步枪；抢劫$0
rift 裂口，断裂；矛盾$0
rig 欺骗，舞弊，伪造$0
rigid 硬性的，刚硬的$0
rigor 严酷；严格，苛刻；严密，精确$0
rile 使…恼火，激怒$0
rind 外皮$0
ringlet 卷发$0
riot 参加暴动$0
riotous 暴乱的；骚动的；喧闹的$0
ripen 使成熟$0
ripple 起涟漪；细浪，涟漪$0
rite 仪式$0
ritual 仪式，例行习惯$0
rival 竞争者，对手；与…匹敌$0
rivalry 竞争，对抗$0
rive 撕开，分裂$0
riven 撕裂的，分裂的$0
rivet 铆钉；吸引$0
riveting 非常精彩的$0
rivulet 小溪，小河$0
robe 长袍，礼服$0
robust 健壮的$0
roe 鱼卵$0
roil 煽动；搅浑$0
rookie 新兵，新手$0
roster 值班表，花名册$0
rostrum 讲台，讲坛$0
rotate 旋转，转动；轮流，交替$0
rotten 腐败的糟糕的$0
roughen 变得粗糙，变得不平$0
royalty 版税$0
rubicund 红润的，红色的$0
rudder 船舵；领导者$0
rudimentary 初步的，未充分发展的$0
rue 后悔，遗憾$0
ruffian 恶棍，歹徒；残暴的$0
ruffle 弄皱；激怒；皱边$0
ruminant 反刍的；沉思的$0
rumple 弄皱，弄乱$0
rung 梯子横档，梯级$0
runic 北欧古代文字的；神秘的$0
rupture 破裂，断裂$0
rural 乡村的$0
ruse 骗术，诡计$0
rustic 乡村的，乡土气的$0
ruthlessness 无情，残忍$0
sabotage 阴谋破坏，颠覆活动$0
saboteur 从事破坏活动者$0
saccharin 糖精$0
sacred 神圣的，庄严的$0
sacrifice 牺牲宰牲祭神$0
sacrilege 亵渎，冒犯神灵$0
sacrilegious 亵渎神圣的$0
sadden 使伤心，使悲哀$0
saddle 鞍，马鞍$0
safeguard 防范措施$0
sagacious 聪明的，睿智的$0
sage 智慧的；智者$0
saintly 圣徒似的，极为圣洁的$0
salient 显著的，突出的$0
saliva 唾液，口水$0
salmon 大麻哈鱼；鲜肉色$0
salubrious 有益健康的$0
salutary 有益的，有益健康的$0
salutation 招呼，致意，敬礼$0
salute 行举手礼；向…致敬；行军礼$0
salvage 抢救，海上救助$0
salve 药膏；减轻，缓和$0
sampler 刺绣花样；取样员$0
sanctify 使神圣$0
sanctimonious 假装神圣的$0
sanction 批准，认可$0
sandal 凉鞋，拖鞋$0
sane 神志清楚的，明智的$0
sanguine 乐观的$0
sanity 神志清楚的，明智的$0
sap 树液；活力消弱，耗尽$0
sapient 有智慧的$0
sapphire 青石，蓝宝石；天蓝色的$0
sarcastic 讽刺的$0
sartorial 裁缝的，缝制的$0
sash 肩带$0
sate 使心满意足，使厌腻$0
satisted 充分满足的；厌倦的，生腻的$0
satire 讽刺$0
satirize 讽刺$0
saturate 浸透；使充满$0
saturnine 忧郁的，阴沉的$0
saunter 闲逛，漫步$0
savage 凶猛的，野蛮的$0
savant 博学之士，大学士$0
sanny 有见识和精明能干的$0
sawdust 锯屑$0
scabbard 鞘$0
scad 许多，大量$0
scaffold 脚手架$0
scalding 滚烫的$0
scale 鱼鳞；音阶$0
scalpel 外科手术刀，解剖刀$0
scandal 丑闻；恶意诽谤$0
scant 不足的，缺乏的$0
scarcity 不足，缺乏$0
scarf 围巾，披肩$0
scathing 苛刻的，严厉的$0
scatter 散开，驱散$0
scenario 剧本提纲；剧本$0
schematic 纲要的，图解的$0
schematize 扼要表示$0
scheme 阴谋；体系，结构$0
schism 组织分裂$0
school 鱼群$0
scion 嫩芽；子孙$0
scissor 剪刀$0
scoff 嘲笑；狼吞虎咽；嘲笑，笑柄$0
scoop 小铲，勺子；取出，舀出$0
scope 眼界；范围$0
scorch 烤焦，烧焦$0
score 乐谱$0
scorn 轻蔑；轻蔑，瞧不起$0
scorpion 蝎子$0
scotch 镇压，粉碎$0
scourge 鞭笞；磨难；鞭笞，磨难$0
scowl 怒容；生气地皱眉，怒视$0
scrap 小片，碎屑；废弃$0
scrappy 碎片的；好斗的；坚毅的$0
scrawl 潦草地写，乱涂$0
screw 螺丝钉，螺旋；吝啬鬼$0
screwdriver 螺丝起子；改锥$0
scribble 乱写，乱涂$0
script 剧本，脚本$0
scripture 经文，圣典$0
scroll 卷轴，纸卷；画卷$0
scrub 矮树丛；身体矮小的人；用力擦洗$0
scruple 顾忌，迟疑；顾忌$0
scrutable 可以理解的$0
scrutinize 详细检查；细读$0
scuff 拖着脚走$0
sculpt 雕刻$0
scurrilous 下流的$0
scurry 急跑，疾行$0
scurvy 卑鄙的，可鄙的$0
scythe 大镰刀$0
seam 缝，接缝$0
seamy 肮脏的，恶劣的$0
sear 烧灼$0
seasoned 有经验的，训练有素的$0
seasoning 调味品，作料$0
secede 正式脱离或退出$0
secrete 隐藏；分泌$0
secretive 守口如瓶的$0
secular 世俗的，尘世的$0
secure 安全的；稳固的；固定；使安全$0
securities 证券$0
sedate 镇静的$0
sedative 镇静的；镇静剂$0
sedentary 久坐的$0
sediment 沉淀物，渣$0
sedulity 勤奋，勤勉$0
sedulous 聚精会神的，勤勉的$0
seedling 幼苗$0
seemly 得体的，适宜的$0
seep 渗漏$0
seethe 沸腾；汹涌$0
segment 部分$0
seine 拉网，大捕鱼网$0
seismic 地震的$0
semblance 外貌；相似$0
seminal 有创意的$0
seminary 神学院$0
sensation 知觉；轰动$0
sensible 明智的；可感觉到的$0
sensitive 敏感的$0
sensitivity 敏感，灵敏性$0
sensitization 敏化$0
sentient 有知觉的；知悉的$0
sentiment 多愁善感；思想感情$0
sentinel 哨兵，卫兵$0
separate 使分开；不同的；独自的$0
septic 受感染的，腐败的$0
sepulchral 坟墓的；阴森的$0
sequential 连续的，一连串的$0
sequester 隐退；隔离$0
seraphic 如天使般的，美丽的$0
sere 干枯的，枯萎的$0
serene 清澈的；晴朗的；安静的$0
serial 连续的，一系列的$0
sermon 布道；说教，训诫$0
serrated 呈锯齿状的$0
serried 密集的$0
serviceable 可用的，耐用的$0
servile 奴性的，百依百顺的$0
servitude 奴役，劳役$0
setback 挫折$0
settle 安置于；决定；栖息$0
settled 固定的$0
sever 切断，脱离$0
severe 严格的；凶猛的$0
sewer 排水沟，下水道$0
sextant 六分仪$0
shackle 脚镣，枷锁$0
shale 页岩$0
sham 虚假；伪装$0
shambles 凌乱景象，杂乱无章$0
shard 碎片$0
shattered 粉碎的；破坏的$0
shavings 刨花$0
shear 剪，剪发$0
sheath 鞘，套$0
sheathe 将插入鞘$0
shed 流出；脱落$0
sheer 完全的；陡峭的；极薄的$0
shell 贝壳；炮弹；剥去…的壳$0
shelter 掩蔽处，掩蔽；庇护，保护$0
shelve 搁置$0
sheriff 警长，县治安官$0
shield 盾；掩护，遮挡$0
shiftiness 奸诈$0
shiftless 没有决断力的；偷懒的；无能的$0
shingle 木瓦，屋顶板；木质小招牌$0
shipshape 整洁的，井然有序的$0
shirk 逃避，规避$0
shoal 浅滩，浅水处；一群；水浅的$0
shoddy 劣质的，冒充好货的$0
shoot 嫩芽，新芽$0
shoplift 在商店里偷窃货品$0
shopworn 在商店中陈列旧了的$0
shoulder 肩；路肩$0
shove 推挤，猛推$0
shrewd 判断敏捷的，精明的$0
shriek 尖叫$0
shrine 神龛；圣地$0
shrink 收缩，皱缩$0
shroud 寿衣；遮蔽物；覆盖$0
shrub 灌木$0
shrug 耸肩$0
shuck 壳，夹；无用之物$0
shudder 战栗，发抖$0
shun 避免，闪避$0
shunt 使转到另一轨道，转移方向$0
sibilant 发出咝咝声的$0
sibling 兄弟或姊妹$0
sibyl 女预言家，女先知$0
sidereal 恒星的$0
sideshow 杂耍，穿插表演$0
sidestep 横跨一步以躲避；回避$0
siege 包围，围攻$0
sift 筛，过滤$0
signal 信号；发信号；显著的$0
significant 相当数量的；意义重大的$0
signify 表示；有重要性$0
sill 门槛；窗台$0
silt 淤泥，淤沙$0
silversmith 银匠$0
simper 痴笑，傻笑$0
simpleton 笨蛋$0
simulate 假装，模仿$0
simultaneous 同时发生的$0
sincere 诚实的，正直的；真挚的，纯净的$0
sinecure 挂名差事，闲职$0
sinew 腱，肌肉；力量$0
singe 烧焦，烫焦$0
singularity 独特；奇点$0
sinuous 蜿蜒的，迂回的$0
sip 啜饮$0
siren 汽笛，警报器$0
skeleton 骨架，骨骼；提纲$0
sketchy 概略的，粗略的$0
skew 不直的，歪斜的$0
skewer 穿肉扦；用扦穿好$0
skiff 轻舟，小船$0
skillet 煎锅$0
skim 从液体表面撇去；浏览，略读$0
skimp 节省花费$0
skinflint 吝啬鬼$0
skirmish 小战，小争吵$0
skirt 环绕，逃避$0
skit 幽默讽刺短剧$0
skyscraper 摩天大楼$0
slab 厚板，厚块$0
slack 懒散的，懈怠的；松弛的；松懈，怠惰$0
slacken 松弛，放松$0
sla 炉渣，矿渣$0
slake 解渴，消渴$0
slander 诽谤，诋毁$0
slanderous 诽谤的$0
slant 倾斜；斜面；看法$0
slate 石板；候选人名单；提名$0
slaughter 屠杀，屠宰$0
sleigh 雪橇$0
slew 旋转；大量$0
slice 切成片；薄片$0
slick 熟练的；圆滑的；光滑的$0
slight 微小的；轻蔑$0
slippage 滑动，下降$0
slippery 滑的；狡猾的$0
slipshod 马虎的，草率的$0
slither 滑动，扭动前进$0
sliver 长条；裂成细片$0
sloppy 邋遢的，不整洁的$0
slot 狭孔$0
sloth 懒惰；树懒$0
slouch 没精打采的样子；没精打采地坐$0
slough 蜕皮；蜕皮$0
sluggard 懒鬼$0
sluice 水门，水闸；冲洗$0
slumber 睡眠，安睡；安睡$0
slur 含糊不清地讲$0
slurp 大声地啜饮$0
sly 狡猾的，鬼鬼祟祟的$0
smarmy 虚情假意的$0
smart 痛苦；时髦的；聪明的$0
smattering 略知；少数$0
smear 油渍，污点；弄脏，玷污$0
smirk 假笑，得意地笑$0
smooth 光滑的；平稳的；弄平，使光滑；消除$0
smother 覆盖；闷死$0
smudge 渍痕；弄脏$0
smug 自满的，自命不凡的$0
smuggle 走私，私运$0
snare 罗网，陷阱$0
snarl 纠缠，混乱$0
snatch 强夺，攫取$0
sneaking 秘密的，不公开的$0
sneer 嘲笑，鄙视$0
snide 讽刺的，含沙射影的$0
snip 剪断$0
snitch 告密；偷$0
snobbish 势利眼的；假充绅士的$0
snowdrift 雪堆$0
snub 冷落，不理睬$0
snug 温暖的，舒适的$0
soak 浸泡，渗透$0
soar 高飞，翱翔；猛增$0
sober 清醒的；庄重的$0
sobriety 节制，庄重$0
sock 重击，痛打$0
sod 草地，草坪$0
sodden 浸透了的$0
soggy 湿透的$0
soil 弄脏，污损$0
solace 安慰，慰藉$0
solder 焊接，焊合$0
solemn 严肃的，庄严的；黑色的$0
solemnity 庄严，肃穆$0
solicit 恳求；教唆$0
solicitous 热切的；挂念的$0
solicitude 关怀，牵挂$0
solidarity 团结，一致$0
solidify 巩固，凝固，团结$0
solitary 孤独的；隐士$0
solitude 孤独的；隐士$0
solo 单独的；独唱$0
soluble 可溶的；可以解决的$0
solvent 有偿债能力的；溶剂$0
somatic 肉体的$0
somber 忧郁的；阴暗的$0
sonata 奏鸣曲$0
sonnet 十四行诗$0
soot 黑烟灰，油烟$0
soothe 抚慰；减轻$0
sop 泡过的食品；安慰剂$0
sophism 诡辩；诡辩法$0
sophisticated 老于世故的；精密的$0
sophistication 诡辩，强词夺理；久经世故，老练，精明$0
sophistry 诡辩$0
soporific 催眠的；安眠药$0
sopping 浑身湿透的$0
sorcery 巫术，魔法$0
sordid 卑鄙的；肮脏的$0
souvenir 纪念品$0
sovereigh 最高统治者，元首$0
sovereignty 主权，统治权$0
sow 母猪；播种$0
spackle 填泥料$0
span 跨度；两个界限间的距离$0
spank 打，拍打$0
sparing 节俭的$0
spark 火花，火星$0
sparring 拳击，争斗$0
sparse 稀少的，贫乏的$0
spartan 简朴的；刻苦的$0
spat 口角，小争论$0
spate 大批，大量；泛滥$0
spatial 有关空间的，在空间的$0
spatula 抹刀$0
spawn 卵子；大量生产$0
spear 矛；嫩叶；刺戳$0
specialize 专门研究$0
specifics 细小问题，细节$0
specimen 范例，样品，标本$0
specious 似是而非的；华而不实的$0
speck 斑点；少量$0
spectacular 壮观的，引人入胜的$0
spectaor 观众，观看者$0
specter 鬼魂，幽灵；恐惧$0
spectral 幽灵的$0
spectrum 光谱；范围$0
speculate 沉思，思索；投机$0
speculative 投机的；推理的，思索的$0
spell 连续的一段时间$0
spendthrift 挥金如土的$0
spike 长钉，大钉$0
spin 旋转；纺，纺纱；旋转$0
spindly 细长的，纤弱的$0
spineless 没骨气的，懦弱的$0
spiny 针状的；多刺的，棘手的$0
spire 尖顶$0
spirtual 精神的$0
spite 怨恨，恶意$0
spleen 怨怒$0
splendor 壮丽；辉煌$0
splice 接合，衔接$0
splint 夹板，托板$0
split 分裂，裂开$0
splurge 炫耀，摆阔$0
spoil 损坏，破坏；溺爱$0
spoke 辐条$0
spongy 像海绵的；不坚实的$0
spontaneity 自然，自发$0
spontaneous 自发的；自然的$0
spoof 揶揄，嘲讽$0
sporadic 不定时发生的$0
sport 炫耀，卖弄$0
sprain 扭伤$0
sprawling 植物蔓生的；无计划地扩展的$0
sprig 嫩枝，小枝$0
sprightly 愉快的，活泼的$0
sprout 长出，萌芽；嫩芽$0
spruce 云杉；整洁的$0
spur 刺激，激励；用马刺刺马$0
spurious 假的；伪造的$0
squabble 争吵$0
squalid 污秽的，肮脏的$0
squall 短暂、突然且猛烈的风暴；短暂的骚动$0
squalor 不洁，污秽$0
squander 浪费，挥霍$0
square 一致，符合$0
squash 压碎，挤压；南瓜$0
squat 蹲下；矮胖的$0
squeeze 压，挤；压榨；紧握$0
squelch 压制，镇压$0
squint 斜视$0
squirrel 松鼠$0
staccato 断音的，不连贯的$0
stagnant 停滞的$0
staid 稳重的，沉着的$0
stain 玷污；染色$0
stake 柱状；赌注$0
stale 不新鲜的，陈腐的$0
stalemate 和棋局面；僵局$0
stalk 隐伏跟踪$0
stall 使停止，使延迟$0
stalwart 健壮的，坚定的$0
stammer 口吃，结巴$0
stamp 跺脚；在…上盖印$0
stance 站姿；立场$0
stanch 制止，止住$0
stanza 节，段$0
staple 主要产品$0
starchy 含淀粉的；刻板的$0
stark 僵硬的；完全的$0
startle 使吃惊$0
stasis 停滞$0
static 静态的；呆板的$0
stationary 静止的，不动的$0
statuary 雕像；雕塑艺术$0
stature 身高，身材$0
status 身份，地位$0
statute 法规，法令$0
statutory 法定的；受法令所约束的$0
steadfast 忠实的；不变的$0
stealth 秘密的行动$0
steep 浸泡，浸透$0
steer 操舵，驾驶；公牛，食用牛$0
stellar 星的，星球的$0
stem 茎，叶柄；阻止，遏制$0
stench 臭气，恶臭$0
stencil 模板；用模板刻写$0
stentorian 极响亮的$0
stereotype 固定形式，老套$0
sterile 贫瘠且无植被的；不孕的；无细菌的$0
sterilize 使不育；杀菌$0
stern 船尾$0
stethoscope 听诊器$0
stickler 坚持细节之人$0
stiff 僵直的，呆板的；严厉的$0
stifle 感到窒息；抑止$0
stigma 耻辱的标志，污点$0
stigmatize 污蔑，玷污$0
stilted 不自然的；夸张的$0
stemulant 兴奋剂，刺激物$0
stimulus 刺激物，激励$0
sting 刺痛；叮螫；螫刺$0
stinginess 小气$0
stingy 吝啬的，小气的$0
stint 吝惜，节省$0
stipple 点画，点描$0
stipulate 要求以…为条件；约定$0
stipulation 规定，约定$0
stir 刺激$0
stitch 一针，一钩；缝合$0
stock 普通的，惯用的；存货$0
stockade 栅栏，围栏$0
stocky 矮胖的，粗壮的$0
stodgy 乏味的$0
stoic 坚忍克己之人$0
stoke 给…添加燃料$0
stolid 无动于衷的$0
stomach 容忍$0
stonewall 拖延议事，设置障碍$0
stout 肥胖的；强壮的$0
stowaway 偷乘者$0
straightforward 正直的；易懂的；直截了当的$0
strand 绳线的一股；搁浅$0
stranded 搁浅的，进退两难的$0
stratagem 谋略，策略$0
stratify 层化$0
stratum 地层；社会阶层$0
stray 偏离，迷路；迷了路的；零落的$0
streak 线条，条纹；加线条$0
